country,iso3c,iso2c,year,"Intentional homicides (per 100,000 people)","Suicide mortality rate (per 100,000 population)",GDP (current US$),"GDP per capita, PPP (current international $)",adminregion,incomeLevel
Jordan,JOR,JO,1995,0.76271965781,,6727446632.42009,5206.74291402267,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,1996,0.95080171601,,6928359238.36389,5248.03933486246,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,1997,0.86624086116,,7246188575.45839,5386.94148836244,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,1998,,,7912327362.48237,5503.33476334334,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,1999,,,8149106064.88011,5671.32956699066,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2000,,2.5,8460424400.56418,5937.2120557616,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2001,,2.4,8975689844.8519,6271.09480683764,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2002,,2.3,9582453032.44006,6611.77107475455,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2003,,2.3,10195660789.8449,6864.40892478109,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2004,,2.2,11411390409.0268,7452.61881488401,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2005,1.1620567989,2.0,12588665303.244,8043.57046247319,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2006,1.6690180349,1.9,15056929760.2257,8619.9057615028,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2007,1.7904845339,1.7,17110587447.1086,9171.45117681501,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2008,1.8302523323,1.7,22657662392.5602,9565.49434635629,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2009,1.4797066931,1.6,24537876056.338,9628.06041278083,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2010,1.5974570687,1.5,27133804225.3521,9460.29137317501,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2011,1.8400445369,1.5,29524149154.9296,9402.61620431877,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2012,1.9901203504,1.5,31634561690.1408,9189.18921425581,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2013,1.6903408291,1.5,34454440140.8451,9322.30245386442,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2014,1.9060813188,1.5,36847643521.1268,9181.04637245796,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2015,1.6295128739,1.5,38587017887.3239,9464.68224216374,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2016,1.3711123992,1.5,39892551126.7606,9445.91686299562,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2017,1.3591066275,1.5,41408960845.0704,10003.5749827297,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2018,,1.6,42932112676.0563,10253.8174501169,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2019,,1.6,44502895915.493,10497.2979196497,Middle East & North Africa (excluding high income),Upper middle income
Jordan,JOR,JO,2020,,,43697659295.7747,10355.0085715537,Middle East & North Africa (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1970,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1971,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1972,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1973,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1974,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1975,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1976,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1977,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1978,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1979,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1980,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1981,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1982,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1983,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1984,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1985,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1986,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1987,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1988,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1989,,,,,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1990,9.0027509355,,26932729102.7371,8265.50740914321,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1991,9.2345419753,,24923076923.0769,7557.13205642115,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1992,11.531755049,,24917355371.9008,7325.3140659335,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1993,15.981547925,,23409260879.9427,6833.33060378291,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1994,15.909152188,,21250792886.1054,6188.61293459731,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1995,15.448859445,,20374302652.3819,5921.1203137525,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1996,16.792556464,,21035368250.8881,6152.266221895,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1997,16.753207597,,22165932062.966,6470.00269555572,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1998,16.662093533,,22135254836.0031,6530.41311634226,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,1999,15.804989597,,16870821839.7584,6868.85943069398,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2000,15.580265372,38.7,18291994909.0044,7733.78944277979,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2001,14.486720406,39.0,22152694161.8882,8985.65550061219,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2002,13.13418692,38.2,24636593223.3467,10021.8969616521,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2003,13.185391169,39.2,30833699702.7594,11119.8870659711,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2004,13.711461024,39.7,43151647002.6096,12428.8368274929,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2005,,39.2,57123671733.8952,13934.7211410695,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2006,,38.0,81003884545.4099,15725.3455018466,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2007,,38.0,104849886825.584,17384.9245216253,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2008,11.39191556,34.6,133441612246.798,17968.236337141,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2009,11.039072144,30.3,115308661142.927,17962.8301156342,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2010,8.534190879,29.9,148047348240.643,19225.0769114856,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2011,8.6109302176,28.7,192626507971.584,20779.4442514491,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2012,7.5575217847,27.6,207998568865.789,22032.1745436853,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2013,6.5781289663,26.3,236634552078.102,24504.7660856694,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2014,5.2246425816,24.2,221415572819.5,24726.4728671586,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2015,4.8543109183,23.2,184388432148.715,23224.1178353573,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2016,,21.7,137278320084.171,23818.8248260141,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2017,5.06083427,20.8,166805800595.704,24862.9661245889,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2018,,19.0,179339994859.384,26157.6596496269,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2019,,17.6,181667190075.541,27466.2206186576,Europe & Central Asia (excluding high income),Upper middle income
Kazakhstan,KAZ,KZ,2020,,,171082379532.988,26754.3769971308,Europe & Central Asia (excluding high income),Upper middle income
Kenya,KEN,KE,1970,,,1603447357.25171,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1971,,,1778391289.19123,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1972,,,2107279157.38336,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1973,,,2508998457.4073,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1974,,,2969942180.34692,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1975,,,3259344935.76836,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1976,,,3474542392.03212,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1977,,,4494378855.33109,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1978,,,5303734882.53447,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1979,,,6234390975.27091,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1980,,,7265315331.62273,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1981,,,6854491453.90208,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1982,,,6431579357.31256,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1983,,,5979198463.83025,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1984,,,6191437070.44184,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1985,,,6135034338.30431,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1986,,,7239126716.93219,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1987,,,7970820530.75078,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1988,,,8355380879.12955,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1989,,,8283114648.36775,,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1990,,,8572359162.85631,1669.25608640954,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1991,,,8151479004.21334,1693.62267295509,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1992,,,8209129171.73649,1663.79374625407,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1993,,,5751789915.05363,1656.26602158583,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1994,,,7148145375.78545,1683.71418448294,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1995,,,9046326059.98857,1741.90713267979,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1996,,,12045858436.2399,1794.29694345002,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1997,,,13115773737.5664,1783.51387707626,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1998,,,14093998843.7334,1811.51798628242,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,1999,,,12896013576.7324,1828.75680176707,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2000,,7.6,12705357103.0056,1829.90549594178,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2001,,6.9,12986007425.8781,1888.50060259228,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2002,,6.4,13147743910.7241,1877.24776077419,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2003,,6.1,14904517649.8476,1915.56864799582,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2004,3.3666087026,5.7,16095337093.8366,2012.05347434018,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2005,2.9586431328,6.0,18737897744.7948,2137.90313421487,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2006,2.9375517394,6.0,25825524820.8064,2281.36970575576,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2007,2.8462302447,6.3,31958195182.2406,2434.79231785387,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2008,3.0538311435,6.2,35895153327.8497,2420.01464325445,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2009,4.663560267,6.0,42347217912.9176,2450.74977904484,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2010,4.5823665396,6.0,45405587556.7313,2607.14450931565,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2011,5.2595900669,5.9,46869457318.2541,2723.54644927835,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2012,5.3536632418,5.9,56396706005.9435,2830.69437284951,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2013,5.382251216,5.9,61671425370.0235,3097.63062683564,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2014,4.9357535128,5.7,68285768554.472,3357.64164087167,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2015,4.722386046,5.5,70120413328.7838,3683.04191069911,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2016,4.8173827643,5.4,74815121314.9381,3930.893857889,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2017,4.9102822146,5.6,82035800868.187,4203.58501078548,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2018,4.9287280243,6.0,92202956320.532,4443.17910861396,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2019,,6.1,100555485831.944,4641.08037691904,Sub-Saharan Africa (excluding high income),Lower middle income
Kenya,KEN,KE,2020,,,101013726529.063,4577.90522002939,Sub-Saharan Africa (excluding high income),Lower middle income
Kiribati,KIR,KI,1970,,,14295279.5446937,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1971,,,15278632.4786325,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1972,,,18936526.9461078,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1973,,,31710657.7257811,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1974,,,85637174.3722131,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1975,,,55081816.9917528,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1976,,,41109617.4996945,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1977,,,38748059.4366822,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1978,,,45210026.3248255,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1979,,,42620165.4370668,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1980,,,38715554.5433842,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1981,,,41369800.0459664,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1982,,,40572066.1324678,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1983,,,37837837.8378378,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1984,,,41246160.596753,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1985,,,32125148.4042182,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1986,,,32085561.4973262,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1987,,,33608738.2719507,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1988,,,42972107.1958747,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1989,,,41119721.651115,,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1990,,,39809538.6776989,1260.76222908164,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1991,0.0,,47515189.2818196,1280.44033808147,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1992,0.0,,47737955.346651,1302.11342685658,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1993,0.0,,46919624.6430029,1327.80433660267,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1994,0.0,,54832577.8622606,1362.32066337743,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1995,0.0,,56338028.1690141,1372.13106635,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1996,1.2673628713,,66515376.7900462,1399.54261556908,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1997,0.0,,67537479.5903221,1425.12067331753,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1998,0.0,,65334841.0604347,1509.86718272264,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,1999,0.0,,69032258.0645161,1482.45527204156,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2000,3.5542918074,31.2,67254174.3970315,1582.92316853208,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2001,4.6596151158,31.1,63101272.3699183,1567.13680452357,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2002,,30.9,72196457.6768445,1624.51399501952,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2003,,29.4,90231856.8000519,1658.77443549094,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2004,,29.3,102367039.270481,1644.97729239503,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2005,,30.1,112133944.253532,1745.09307498391,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2006,,29.4,110234939.759036,1758.50162056993,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2007,,30.9,132671742.950381,1800.68523620503,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2008,7.0878898339,31.5,141042610.300285,1756.75297072952,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2009,0.99080532657,30.9,132419902.010457,1746.02732699352,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2010,3.8861362091,30.7,156120439.254831,1716.01467883602,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2011,10.502697284,30.8,181705153.610056,1749.11800448005,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2012,7.5216953901,30.0,190243432.813514,1838.1892842938,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2013,,30.5,185114059.61905,1921.67690185163,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2014,,29.8,179703165.412383,1916.91658718487,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2015,,29.7,171117816.66613,2106.86679964265,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2016,,29.5,178328984.096884,2206.48775955052,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2017,,29.6,187276124.790591,2235.70735994823,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2018,,28.1,200157020.642498,2341.19232850631,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2019,,28.3,188391770.636764,2439.36493007912,East Asia & Pacific (excluding high income),Lower middle income
Kiribati,KIR,KI,2020,,,197508774.344505,2383.43484715801,East Asia & Pacific (excluding high income),Lower middle income
"Korea, Dem. People's Rep.",PRK,KP,1970,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1971,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1972,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1973,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1974,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1975,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1976,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1977,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1978,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1979,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1980,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1981,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1982,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1983,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1984,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1985,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1986,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1987,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1988,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1989,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1990,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1991,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1992,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1993,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1994,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1995,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1996,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1997,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1998,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,1999,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2000,,9.8,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2001,,9.5,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2002,,9.5,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2003,,9.2,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2004,,9.0,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2005,,8.9,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2006,,8.9,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2007,,9.0,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2008,,9.4,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2009,,9.4,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2010,,9.5,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2011,,9.7,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2012,,9.7,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2013,,9.9,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2014,,10.0,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2015,,10.5,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2016,,10.4,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2017,,9.8,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2018,,9.3,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2019,,9.4,,,East Asia & Pacific (excluding high income),Low income
"Korea, Dem. People's Rep.",PRK,KP,2020,,,,,East Asia & Pacific (excluding high income),Low income
"Korea, Rep.",KOR,KR,1970,,,9005023183.92581,,,High income
"Korea, Rep.",KOR,KR,1971,,,9903499927.98502,,,High income
"Korea, Rep.",KOR,KR,1972,,,10862327878.032,,,High income
"Korea, Rep.",KOR,KR,1973,,,13876531432.0145,,,High income
"Korea, Rep.",KOR,KR,1974,,,19544094741.2663,,,High income
"Korea, Rep.",KOR,KR,1975,,,21784297520.6612,,,High income
"Korea, Rep.",KOR,KR,1976,,,29902479338.843,,,High income
"Korea, Rep.",KOR,KR,1977,,,38446487603.3058,,,High income
"Korea, Rep.",KOR,KR,1978,,,51972107438.0165,,,High income
"Korea, Rep.",KOR,KR,1979,,,66946900826.4463,,,High income
"Korea, Rep.",KOR,KR,1980,,,65398646757.6511,,,High income
"Korea, Rep.",KOR,KR,1981,,,72933350953.7025,,,High income
"Korea, Rep.",KOR,KR,1982,,,78358866334.7376,,,High income
"Korea, Rep.",KOR,KR,1983,,,87760360941.0248,,,High income
"Korea, Rep.",KOR,KR,1984,,,97510235986.0046,,,High income
"Korea, Rep.",KOR,KR,1985,,,101296177099.377,,,High income
"Korea, Rep.",KOR,KR,1986,,,116836802995.065,,,High income
"Korea, Rep.",KOR,KR,1987,,,147948259722.577,,,High income
"Korea, Rep.",KOR,KR,1988,,,199590823957.237,,,High income
"Korea, Rep.",KOR,KR,1989,,,246927292765.02,,,High income
"Korea, Rep.",KOR,KR,1990,0.48471600814,,283367525714.932,8355.3327739747,,High income
"Korea, Rep.",KOR,KR,1991,0.49928397353,,330648530715.211,9474.64259647045,,High income
"Korea, Rep.",KOR,KR,1992,0.54688424664,,355525267405.367,10184.8556645893,,High income
